strain,phage,interaction
ROAR387,LF82_P3,1
B6A1,LF82_P3,0
ECOR31,LF82_P3,0
LMR3158,LF82_P3,0
ROAR131,LF82_P3,1
ROAR059,LF82_P3,0
EDL933,LF82_P3,0
ECOR37,LF82_P3,0
ROAR029,LF82_P3,0
ROAR012,LF82_P3,1
NILS45,LF82_P3,1
TW10509,LF82_P3,0
NILS31,LF82_P3,0
370D,LF82_P3,0
M863,LF82_P3,0
B49,LF82_P3,0
ECOR54,LF82_P4,1
ECOR52,LF82_P4,0
ECOR51,LF82_P4,1
ECOR55,LF82_P4,1
ECOR57,LF82_P4,1
NILS59,LF82_P4,1
NILS71,LF82_P4,0
ECOR56,LF82_P4,1
NILS74,LF82_P4,1
NILS79,LF82_P4,0
NILS72,LF82_P4,1
NILS29,LF82_P4,1
NILS65,LF82_P4,1
536,LF82_P4,1
NILS81,LF82_P4,1
NILS82,LF82_P4,1
NILS78,LF82_P4,0
NILS57,LF82_P4,1
AL505,LF82_P4,1
NILS67,LF82_P4,0
ECOR61,LF82_P4,1
ECOR62,LF82_P4,1
NILS68,LF82_P4,1
NILS21,LF82_P4,0
NILS66,LF82_P4,1
ECOR59,LF82_P4,1
ECOR60,LF82_P4,1
NILS75,LF82_P4,1
NILS70,LF82_P4,0
ECOR53,LF82_P4,0
NILS54,LF82_P4,1
T145,LF82_P4,1
NILS62,LF82_P4,1
MT1B1,LF82_P4,0
NILS61,LF82_P4,1
LF82,LF82_P4,1
NILS26,LF82_P4,1
NILS80,LF82_P4,1
ED1A,LF82_P4,0
NILS20,LF82_P4,0
381A,LF82_P4,0
ECOR65,LF82_P4,1
NILS77,LF82_P4,0
ECOR64,LF82_P4,0
NILS28,LF82_P4,0
NILS58,LF82_P4,1
ECOR63,LF82_P4,1
NILS64,LF82_P4,0
NILS25,LF82_P4,0
NILS55,LF82_P4,0
NILS27,LF82_P4,0
NILS73,LF82_P4,0
NILS19,LF82_P4,0
LM33,LF82_P4,0
NILS44,LF82_P4,0
NILS53,LF82_P4,0
NILS76,LF82_P4,0
NILS63,LF82_P4,1
NILS69,LF82_P4,1
ECOR66,LF82_P4,1
DEC2A,LF82_P4,0
DEC1A,LF82_P4,0
NILS60,LF82_P4,1
ROAR434,LF82_P4,1
921A,LF82_P4,0
916A,LF82_P4,0
ECOR38,LF82_P4,1
ECOR39,LF82_P4,1
ECOR41,LF82_P4,0
ECOR40,LF82_P4,0
IAI39,LF82_P4,1
ECOR35,LF82_P4,1
ECOR36,LF82_P4,1
NILS36,LF82_P4,0
NILS01,LF82_P4,0
NILS39,LF82_P4,0
NILS50,LF82_P4,1
NILS46,LF82_P4,1
NILS18,LF82_P4,0
ECOR47,LF82_P4,0
ECOR44,LF82_P4,0
NILS38,LF82_P4,0
NILS51,LF82_P4,1
ECOR49,LF82_P4,1
ECOR50,LF82_P4,1
NILS56,LF82_P4,1
ECOR46,LF82_P4,0
NILS42,LF82_P4,1
NILS52,LF82_P4,1
ECOR48,LF82_P4,1
NILS23,LF82_P4,0
H14,LF82_P4,0
ROAR400,LF82_P4,0
NILS49,LF82_P4,1
NILS24,LF82_P4,0
H4,LF82_P4,1
H48,LF82_P4,1
ECOR34,LF82_P4,1
ECOR32,LF82_P4,1
ECOR33,LF82_P4,1
ECOR30,LF82_P4,1
ECOR29,LF82_P4,1
ECOR67,LF82_P4,1
NILS02,LF82_P4,0
ECOR26,LF82_P4,0
ECOR27,LF82_P4,0
ECOR28,LF82_P4,0
ECOR45,LF82_P4,0
55989,LF82_P4,0
NILS33,LF82_P4,0
ECOR69,LF82_P4,0
ECOR58,LF82_P4,1
ECOR72,LF82_P4,0
NILS47,LF82_P4,1
ECOR70,LF82_P4,0
ECOR71,LF82_P4,1
NILS15,LF82_P4,0
NILS48,LF82_P4,0
NILS34,LF82_P4,1
NILS40,LF82_P4,0
ECOR11,LF82_P4,0
NILS09,LF82_P4,0
NILS30,LF82_P4,0
NILS32,LF82_P4,0
NILS06,LF82_P4,0
NILS22,LF82_P4,0
NILS16,LF82_P4,0
NILS35,LF82_P4,0
ECOR10,LF82_P4,0
ECOR12,LF82_P4,0
ECOR25,LF82_P4,0
NILS13,LF82_P4,0
NILS10,LF82_P4,0
NILS07,LF82_P4,0
NILS14,LF82_P4,0
ECOR13,LF82_P4,0
NILS11,LF82_P4,0
ECOR14,LF82_P4,0
NILS08,LF82_P4,0
ECOR21,LF82_P4,1
ECOR20,LF82_P4,0
ECOR18,LF82_P4,1
ECOR19,LF82_P4,0
NILS17,LF82_P4,0
NILS12,LF82_P4,0
ECOR23,LF82_P4,1
NILS41,LF82_P4,1
BL21,LF82_P4,1
ECOR17,LF82_P4,0
NILS03,LF82_P4,0
ECOR22,LF82_P4,1
ECOR16,LF82_P4,1
NILS04,LF82_P4,0
ECOR15,LF82_P4,0
NILS43,LF82_P4,1
NILS37,LF82_P4,1
ECOR24,LF82_P4,0
ROAR274,LF82_P4,1
ECOR42,LF82_P4,1
ROAR036,LF82_P4,0
NILS05,LF82_P4,1
ROAR387,LF82_P4,1
B6A1,LF82_P4,0
ECOR31,LF82_P4,0
LMR3158,LF82_P4,0
ROAR131,LF82_P4,1
ROAR059,LF82_P4,1
EDL933,LF82_P4,0
ECOR37,LF82_P4,0
ROAR029,LF82_P4,0
ROAR012,LF82_P4,1
NILS45,LF82_P4,1
TW10509,LF82_P4,0
NILS31,LF82_P4,1
370D,LF82_P4,0
M863,LF82_P4,0
B49,LF82_P4,0
ECOR54,LF82_P5,1
ECOR52,LF82_P5,0
ECOR51,LF82_P5,1
ECOR55,LF82_P5,1
ECOR57,LF82_P5,1
NILS59,LF82_P5,1
NILS71,LF82_P5,0
ECOR56,LF82_P5,1
NILS74,LF82_P5,1
NILS79,LF82_P5,0
NILS72,LF82_P5,1
NILS29,LF82_P5,1
NILS65,LF82_P5,1
536,LF82_P5,1
NILS81,LF82_P5,1
NILS82,LF82_P5,1
NILS78,LF82_P5,0
NILS57,LF82_P5,1
AL505,LF82_P5,1
NILS67,LF82_P5,0
ECOR61,LF82_P5,1
ECOR62,LF82_P5,1
NILS68,LF82_P5,1
NILS21,LF82_P5,0
NILS66,LF82_P5,1
ECOR59,LF82_P5,1
ECOR60,LF82_P5,1
NILS75,LF82_P5,1
NILS70,LF82_P5,0
ECOR53,LF82_P5,1
NILS54,LF82_P5,1
T145,LF82_P5,0
NILS62,LF82_P5,1
MT1B1,LF82_P5,0
NILS61,LF82_P5,1
LF82,LF82_P5,1
NILS26,LF82_P5,1
NILS80,LF82_P5,1
ED1A,LF82_P5,0
NILS20,LF82_P5,0
381A,LF82_P5,0
ECOR65,LF82_P5,1
NILS77,LF82_P5,0
ECOR64,LF82_P5,1
NILS28,LF82_P5,0
NILS58,LF82_P5,1
ECOR63,LF82_P5,1
NILS64,LF82_P5,0
NILS25,LF82_P5,0
NILS55,LF82_P5,0
NILS27,LF82_P5,0
NILS73,LF82_P5,0
NILS19,LF82_P5,0
LM33,LF82_P5,0
NILS44,LF82_P5,0
NILS53,LF82_P5,0
NILS76,LF82_P5,0
NILS63,LF82_P5,1
NILS69,LF82_P5,0
ECOR66,LF82_P5,1
DEC2A,LF82_P5,0
DEC1A,LF82_P5,0
NILS60,LF82_P5,1
ROAR434,LF82_P5,1
921A,LF82_P5,0
916A,LF82_P5,0
ECOR38,LF82_P5,1
ECOR39,LF82_P5,1
ECOR41,LF82_P5,0
ECOR40,LF82_P5,0
IAI39,LF82_P5,1
ECOR35,LF82_P5,1
ECOR36,LF82_P5,1
NILS36,LF82_P5,0
NILS01,LF82_P5,0
NILS39,LF82_P5,0
NILS50,LF82_P5,1
NILS46,LF82_P5,1
NILS18,LF82_P5,0
ECOR47,LF82_P5,0
ECOR44,LF82_P5,0
NILS38,LF82_P5,0
NILS51,LF82_P5,1
ECOR49,LF82_P5,1
ECOR50,LF82_P5,1
NILS56,LF82_P5,1
ECOR46,LF82_P5,0
NILS42,LF82_P5,1
NILS52,LF82_P5,1
ECOR48,LF82_P5,0
NILS23,LF82_P5,0
H14,LF82_P5,0
ROAR400,LF82_P5,0
NILS49,LF82_P5,1
NILS24,LF82_P5,0
H4,LF82_P5,1
H48,LF82_P5,1
ECOR34,LF82_P5,1
ECOR32,LF82_P5,1
ECOR33,LF82_P5,1
ECOR30,LF82_P5,1
ECOR29,LF82_P5,1
ECOR67,LF82_P5,1
NILS02,LF82_P5,0
ECOR26,LF82_P5,0
ECOR27,LF82_P5,0
ECOR28,LF82_P5,0
ECOR45,LF82_P5,0
55989,LF82_P5,0
NILS33,LF82_P5,0
ECOR69,LF82_P5,0
ECOR58,LF82_P5,1
ECOR72,LF82_P5,0
NILS47,LF82_P5,1
ECOR70,LF82_P5,0
ECOR71,LF82_P5,1
NILS15,LF82_P5,0
NILS48,LF82_P5,0
NILS34,LF82_P5,1
NILS40,LF82_P5,0
ECOR11,LF82_P5,1
NILS09,LF82_P5,0
NILS30,LF82_P5,0
NILS32,LF82_P5,0
NILS06,LF82_P5,0
NILS22,LF82_P5,0
NILS16,LF82_P5,0
NILS35,LF82_P5,0
ECOR10,LF82_P5,0
ECOR12,LF82_P5,0
ECOR25,LF82_P5,0
NILS13,LF82_P5,0
NILS10,LF82_P5,1
NILS07,LF82_P5,0
NILS14,LF82_P5,0
ECOR13,LF82_P5,1
NILS11,LF82_P5,0
ECOR14,LF82_P5,0
NILS08,LF82_P5,0
ECOR21,LF82_P5,1
ECOR20,LF82_P5,0
ECOR18,LF82_P5,1
ECOR19,LF82_P5,0
NILS17,LF82_P5,0
NILS12,LF82_P5,0
ECOR23,LF82_P5,1
NILS41,LF82_P5,1
BL21,LF82_P5,1
ECOR17,LF82_P5,0
NILS03,LF82_P5,0
ECOR22,LF82_P5,1
ECOR16,LF82_P5,1
NILS04,LF82_P5,0
ECOR15,LF82_P5,0
NILS43,LF82_P5,1
NILS37,LF82_P5,1
ECOR24,LF82_P5,0
ROAR274,LF82_P5,1
ECOR42,LF82_P5,1
ROAR036,LF82_P5,0
NILS05,LF82_P5,1
ROAR387,LF82_P5,1
B6A1,LF82_P5,0
ECOR31,LF82_P5,0
LMR3158,LF82_P5,0
ROAR131,LF82_P5,1
ROAR059,LF82_P5,1
EDL933,LF82_P5,0
ECOR37,LF82_P5,0
ROAR029,LF82_P5,0
ROAR012,LF82_P5,1
NILS45,LF82_P5,1
TW10509,LF82_P5,0
NILS31,LF82_P5,0
370D,LF82_P5,0
M863,LF82_P5,0
B49,LF82_P5,0
ECOR54,LF82_P6,1
ECOR52,LF82_P6,0
ECOR51,LF82_P6,1
ECOR55,LF82_P6,1
ECOR57,LF82_P6,1
NILS59,LF82_P6,1
NILS71,LF82_P6,0
ECOR56,LF82_P6,1
NILS74,LF82_P6,1
NILS79,LF82_P6,0
NILS72,LF82_P6,0
NILS29,LF82_P6,1
NILS65,LF82_P6,1
536,LF82_P6,1
NILS81,LF82_P6,1
NILS82,LF82_P6,1
NILS78,LF82_P6,0
NILS57,LF82_P6,1
AL505,LF82_P6,1
NILS67,LF82_P6,0
ECOR61,LF82_P6,1
ECOR62,LF82_P6,1
NILS68,LF82_P6,1
NILS21,LF82_P6,1
NILS66,LF82_P6,1
ECOR59,LF82_P6,1
ECOR60,LF82_P6,1
NILS75,LF82_P6,1
NILS70,LF82_P6,0
ECOR53,LF82_P6,1
NILS54,LF82_P6,1
T145,LF82_P6,0
NILS62,LF82_P6,1
MT1B1,LF82_P6,0
NILS61,LF82_P6,1
LF82,LF82_P6,1
NILS26,LF82_P6,1
NILS80,LF82_P6,1
ED1A,LF82_P6,0
NILS20,LF82_P6,0
381A,LF82_P6,1
ECOR65,LF82_P6,1
NILS77,LF82_P6,0
ECOR64,LF82_P6,1
NILS28,LF82_P6,0
NILS58,LF82_P6,1
ECOR63,LF82_P6,1
NILS64,LF82_P6,0
NILS25,LF82_P6,0
NILS55,LF82_P6,0
NILS27,LF82_P6,0
NILS73,LF82_P6,0
NILS19,LF82_P6,0
LM33,LF82_P6,0
NILS44,LF82_P6,0
NILS53,LF82_P6,0
NILS76,LF82_P6,0
NILS63,LF82_P6,1
NILS69,LF82_P6,0
ECOR66,LF82_P6,1
DEC2A,LF82_P6,0
DEC1A,LF82_P6,0
NILS60,LF82_P6,1
ROAR434,LF82_P6,1
921A,LF82_P6,0
916A,LF82_P6,0
ECOR38,LF82_P6,1
ECOR39,LF82_P6,1
ECOR41,LF82_P6,0
ECOR40,LF82_P6,0
IAI39,LF82_P6,1
ECOR35,LF82_P6,1
ECOR36,LF82_P6,1
NILS36,LF82_P6,0
NILS01,LF82_P6,0
NILS39,LF82_P6,0
NILS50,LF82_P6,0
NILS46,LF82_P6,0
NILS18,LF82_P6,1
ECOR47,LF82_P6,0
ECOR44,LF82_P6,0
NILS38,LF82_P6,0
NILS51,LF82_P6,1
ECOR49,LF82_P6,1
ECOR50,LF82_P6,1
NILS56,LF82_P6,1
ECOR46,LF82_P6,0
NILS42,LF82_P6,1
NILS52,LF82_P6,1
ECOR48,LF82_P6,1
NILS23,LF82_P6,0
H14,LF82_P6,0
ROAR400,LF82_P6,0
NILS49,LF82_P6,1
NILS24,LF82_P6,0
H4,LF82_P6,1
H48,LF82_P6,1
ECOR34,LF82_P6,1
ECOR32,LF82_P6,1
ECOR33,LF82_P6,1
ECOR30,LF82_P6,1
ECOR29,LF82_P6,1
ECOR67,LF82_P6,1
NILS02,LF82_P6,0
ECOR26,LF82_P6,0
ECOR27,LF82_P6,0
ECOR28,LF82_P6,0
ECOR45,LF82_P6,0
55989,LF82_P6,0
NILS33,LF82_P6,0
ECOR69,LF82_P6,0
ECOR58,LF82_P6,1
ECOR72,LF82_P6,0
NILS47,LF82_P6,1
ECOR70,LF82_P6,0
ECOR71,LF82_P6,1
NILS15,LF82_P6,0
NILS48,LF82_P6,0
NILS34,LF82_P6,1
NILS40,LF82_P6,0
ECOR11,LF82_P6,1
NILS09,LF82_P6,0
NILS30,LF82_P6,0
NILS32,LF82_P6,0
NILS06,LF82_P6,0
NILS22,LF82_P6,0
NILS16,LF82_P6,0
NILS35,LF82_P6,0
ECOR10,LF82_P6,0
ECOR12,LF82_P6,1
ECOR25,LF82_P6,0
NILS13,LF82_P6,0
NILS10,LF82_P6,1
NILS07,LF82_P6,0
NILS14,LF82_P6,0
ECOR13,LF82_P6,1
NILS11,LF82_P6,1
ECOR14,LF82_P6,0
NILS08,LF82_P6,0
ECOR21,LF82_P6,1
ECOR20,LF82_P6,0
ECOR18,LF82_P6,1
ECOR19,LF82_P6,0
NILS17,LF82_P6,0
NILS12,LF82_P6,0
ECOR23,LF82_P6,1
NILS41,LF82_P6,1
BL21,LF82_P6,1
ECOR17,LF82_P6,0
NILS03,LF82_P6,0
ECOR22,LF82_P6,1
ECOR16,LF82_P6,1
NILS04,LF82_P6,0
ECOR15,LF82_P6,0
NILS43,LF82_P6,1
NILS37,LF82_P6,1
ECOR24,LF82_P6,1
ROAR274,LF82_P6,1
ECOR42,LF82_P6,1
ROAR036,LF82_P6,0
NILS05,LF82_P6,1
ROAR387,LF82_P6,1
B6A1,LF82_P6,0
ECOR31,LF82_P6,0
LMR3158,LF82_P6,0
ROAR131,LF82_P6,1
ROAR059,LF82_P6,1
EDL933,LF82_P6,0
ECOR37,LF82_P6,0
ROAR029,LF82_P6,0
ROAR012,LF82_P6,1
NILS45,LF82_P6,1
TW10509,LF82_P6,0
NILS31,LF82_P6,0
370D,LF82_P6,0
M863,LF82_P6,0
B49,LF82_P6,0
ECOR54,LF82_P9,1
ECOR52,LF82_P9,1
ECOR51,LF82_P9,1
ECOR55,LF82_P9,1
ECOR57,LF82_P9,1
NILS59,LF82_P9,1
NILS71,LF82_P9,1
ECOR56,LF82_P9,1
NILS74,LF82_P9,1
NILS79,LF82_P9,1
NILS72,LF82_P9,1
NILS29,LF82_P9,1
NILS65,LF82_P9,1
536,LF82_P9,1
NILS81,LF82_P9,1
NILS82,LF82_P9,1
NILS78,LF82_P9,1
NILS57,LF82_P9,1
AL505,LF82_P9,1
NILS67,LF82_P9,0
ECOR61,LF82_P9,1
ECOR62,LF82_P9,1
NILS68,LF82_P9,1
NILS21,LF82_P9,1
NILS66,LF82_P9,1
ECOR59,LF82_P9,1
ECOR60,LF82_P9,1
NILS75,LF82_P9,1
NILS70,LF82_P9,0
ECOR53,LF82_P9,1
NILS54,LF82_P9,1
T145,LF82_P9,0
NILS62,LF82_P9,1
MT1B1,LF82_P9,1
NILS61,LF82_P9,1
LF82,LF82_P9,1
NILS26,LF82_P9,1
NILS80,LF82_P9,1
ED1A,LF82_P9,0
NILS20,LF82_P9,1
381A,LF82_P9,0
ECOR65,LF82_P9,1
NILS77,LF82_P9,0
ECOR64,LF82_P9,1
NILS28,LF82_P9,0
NILS58,LF82_P9,1
ECOR63,LF82_P9,1
NILS64,LF82_P9,0
NILS25,LF82_P9,0
NILS55,LF82_P9,0
NILS27,LF82_P9,1
NILS73,LF82_P9,0
NILS19,LF82_P9,0
LM33,LF82_P9,0
NILS44,LF82_P9,0
NILS53,LF82_P9,0
NILS76,LF82_P9,0
NILS63,LF82_P9,1
NILS69,LF82_P9,1
ECOR66,LF82_P9,1
DEC2A,LF82_P9,0
DEC1A,LF82_P9,0
NILS60,LF82_P9,1
ROAR434,LF82_P9,1
921A,LF82_P9,0
916A,LF82_P9,0
ECOR38,LF82_P9,1
ECOR39,LF82_P9,1
ECOR41,LF82_P9,1
ECOR40,LF82_P9,1
IAI39,LF82_P9,1
ECOR35,LF82_P9,1
ECOR36,LF82_P9,1
NILS36,LF82_P9,0
NILS01,LF82_P9,0
NILS39,LF82_P9,0
NILS50,LF82_P9,0
NILS46,LF82_P9,0
NILS18,LF82_P9,0
ECOR47,LF82_P9,0
ECOR44,LF82_P9,0
NILS38,LF82_P9,0
NILS51,LF82_P9,1
ECOR49,LF82_P9,1
ECOR50,LF82_P9,1
NILS56,LF82_P9,1
ECOR46,LF82_P9,1
NILS42,LF82_P9,1
NILS52,LF82_P9,1
ECOR48,LF82_P9,1
NILS23,LF82_P9,0
H14,LF82_P9,0
ROAR400,LF82_P9,0
NILS49,LF82_P9,1
NILS24,LF82_P9,0
H4,LF82_P9,1
H48,LF82_P9,1
ECOR34,LF82_P9,1
ECOR32,LF82_P9,1
ECOR33,LF82_P9,1
ECOR30,LF82_P9,1
ECOR29,LF82_P9,1
ECOR67,LF82_P9,1
NILS02,LF82_P9,0
ECOR26,LF82_P9,0
ECOR27,LF82_P9,0
ECOR28,LF82_P9,0
ECOR45,LF82_P9,0
55989,LF82_P9,0
NILS33,LF82_P9,0
ECOR69,LF82_P9,1
ECOR58,LF82_P9,1
ECOR72,LF82_P9,0
NILS47,LF82_P9,1
ECOR70,LF82_P9,0
ECOR71,LF82_P9,1
NILS15,LF82_P9,0
NILS48,LF82_P9,0
NILS34,LF82_P9,1
NILS40,LF82_P9,0
ECOR11,LF82_P9,0
NILS09,LF82_P9,0
NILS30,LF82_P9,0
NILS32,LF82_P9,0
NILS06,LF82_P9,0
NILS22,LF82_P9,0
NILS16,LF82_P9,0
NILS35,LF82_P9,0
ECOR10,LF82_P9,0
ECOR12,LF82_P9,0
ECOR25,LF82_P9,0
NILS13,LF82_P9,0
NILS10,LF82_P9,1
NILS07,LF82_P9,0
NILS14,LF82_P9,0
ECOR13,LF82_P9,1
NILS11,LF82_P9,1
ECOR14,LF82_P9,0
NILS08,LF82_P9,0
ECOR21,LF82_P9,0
ECOR20,LF82_P9,0
ECOR18,LF82_P9,1
ECOR19,LF82_P9,1
NILS17,LF82_P9,0
NILS12,LF82_P9,1
ECOR23,LF82_P9,1
NILS41,LF82_P9,1
BL21,LF82_P9,1
ECOR17,LF82_P9,0
NILS03,LF82_P9,0
ECOR22,LF82_P9,1
ECOR16,LF82_P9,1
NILS04,LF82_P9,0
ECOR15,LF82_P9,0
NILS43,LF82_P9,1
NILS37,LF82_P9,1
ECOR24,LF82_P9,0
ROAR274,LF82_P9,1
ECOR42,LF82_P9,1
ROAR036,LF82_P9,0
NILS05,LF82_P9,1
ROAR387,LF82_P9,1
B6A1,LF82_P9,0
ECOR31,LF82_P9,0
LMR3158,LF82_P9,0
ROAR131,LF82_P9,1
ROAR059,LF82_P9,1
EDL933,LF82_P9,0
ECOR37,LF82_P9,0
ROAR029,LF82_P9,0
ROAR012,LF82_P9,1
NILS45,LF82_P9,1
TW10509,LF82_P9,0
NILS31,LF82_P9,1
370D,LF82_P9,0
M863,LF82_P9,0
B49,LF82_P9,0
ECOR54,NRG_11A2,1
ECOR52,NRG_11A2,0
ECOR51,NRG_11A2,1
ECOR55,NRG_11A2,1
ECOR57,NRG_11A2,1
NILS59,NRG_11A2,1
NILS71,NRG_11A2,0
ECOR56,NRG_11A2,0
NILS74,NRG_11A2,0
NILS79,NRG_11A2,0
NILS72,NRG_11A2,0
NILS29,NRG_11A2,0
NILS65,NRG_11A2,1
536,NRG_11A2,1
NILS81,NRG_11A2,1
NILS82,NRG_11A2,1
NILS78,NRG_11A2,0
NILS57,NRG_11A2,0
AL505,NRG_11A2,0
NILS67,NRG_11A2,0
ECOR61,NRG_11A2,1
ECOR62,NRG_11A2,1
NILS68,NRG_11A2,1
NILS21,NRG_11A2,0
NILS66,NRG_11A2,1
ECOR59,NRG_11A2,1
ECOR60,NRG_11A2,1
NILS75,NRG_11A2,1
NILS70,NRG_11A2,0
ECOR53,NRG_11A2,0
NILS54,NRG_11A2,0
T145,NRG_11A2,0
NILS62,NRG_11A2,1
MT1B1,NRG_11A2,0
NILS61,NRG_11A2,0
LF82,NRG_11A2,1
NILS26,NRG_11A2,0
NILS80,NRG_11A2,1
ED1A,NRG_11A2,0
NILS20,NRG_11A2,0
381A,NRG_11A2,0
ECOR65,NRG_11A2,1
NILS77,NRG_11A2,0
ECOR64,NRG_11A2,0
NILS28,NRG_11A2,0
NILS58,NRG_11A2,1
ECOR63,NRG_11A2,1
NILS64,NRG_11A2,0
NILS25,NRG_11A2,0
NILS55,NRG_11A2,0
NILS27,NRG_11A2,0
NILS73,NRG_11A2,0
NILS19,NRG_11A2,0
LM33,NRG_11A2,0
NILS44,NRG_11A2,0
NILS53,NRG_11A2,0
NILS76,NRG_11A2,0
NILS63,NRG_11A2,0
NILS69,NRG_11A2,1
ECOR66,NRG_11A2,0
DEC2A,NRG_11A2,0
DEC1A,NRG_11A2,0
NILS60,NRG_11A2,1
ROAR434,NRG_11A2,1
921A,NRG_11A2,1
916A,NRG_11A2,1
ECOR38,NRG_11A2,1
ECOR39,NRG_11A2,1
ECOR41,NRG_11A2,0
ECOR40,NRG_11A2,0
IAI39,NRG_11A2,1
ECOR35,NRG_11A2,1
ECOR36,NRG_11A2,0
NILS36,NRG_11A2,0
NILS01,NRG_11A2,0
NILS39,NRG_11A2,1
NILS50,NRG_11A2,0
NILS46,NRG_11A2,0
NILS18,NRG_11A2,1
ECOR47,NRG_11A2,0
ECOR44,NRG_11A2,0
NILS38,NRG_11A2,0
NILS51,NRG_11A2,0
ECOR49,NRG_11A2,0
ECOR50,NRG_11A2,1
NILS56,NRG_11A2,1
ECOR46,NRG_11A2,0
NILS42,NRG_11A2,1
NILS52,NRG_11A2,0
ECOR48,NRG_11A2,0
NILS23,NRG_11A2,0
H14,NRG_11A2,0
ROAR400,NRG_11A2,0
NILS49,NRG_11A2,0
NILS24,NRG_11A2,0
H4,NRG_11A2,1
H48,NRG_11A2,1
ECOR34,NRG_11A2,1
ECOR32,NRG_11A2,0
ECOR33,NRG_11A2,1
ECOR30,NRG_11A2,1
ECOR29,NRG_11A2,0
ECOR67,NRG_11A2,1
NILS02,NRG_11A2,0
ECOR26,NRG_11A2,0
ECOR27,NRG_11A2,0
ECOR28,NRG_11A2,0
ECOR45,NRG_11A2,0
55989,NRG_11A2,0
NILS33,NRG_11A2,0
ECOR69,NRG_11A2,0
ECOR58,NRG_11A2,1
ECOR72,NRG_11A2,0
NILS47,NRG_11A2,1
ECOR70,NRG_11A2,0
ECOR71,NRG_11A2,1
NILS15,NRG_11A2,0
NILS48,NRG_11A2,0
NILS34,NRG_11A2,1
NILS40,NRG_11A2,0
ECOR11,NRG_11A2,0
NILS09,NRG_11A2,0
NILS30,NRG_11A2,0
NILS32,NRG_11A2,0
NILS06,NRG_11A2,0
NILS22,NRG_11A2,0
NILS16,NRG_11A2,0
NILS35,NRG_11A2,0
ECOR10,NRG_11A2,0
ECOR12,NRG_11A2,0
ECOR25,NRG_11A2,0
NILS13,NRG_11A2,0
NILS10,NRG_11A2,0
NILS07,NRG_11A2,0
NILS14,NRG_11A2,0
ECOR13,NRG_11A2,0
NILS11,NRG_11A2,0
ECOR14,NRG_11A2,0
NILS08,NRG_11A2,0
ECOR21,NRG_11A2,1
ECOR20,NRG_11A2,0
ECOR18,NRG_11A2,1
ECOR19,NRG_11A2,0
NILS17,NRG_11A2,0
NILS12,NRG_11A2,0
ECOR23,NRG_11A2,1
NILS41,NRG_11A2,0
BL21,NRG_11A2,1
ECOR17,NRG_11A2,0
NILS03,NRG_11A2,0
ECOR22,NRG_11A2,1
ECOR16,NRG_11A2,1
NILS04,NRG_11A2,0
ECOR15,NRG_11A2,0
NILS43,NRG_11A2,1
NILS37,NRG_11A2,1
ECOR24,NRG_11A2,0
ROAR274,NRG_11A2,1
ECOR42,NRG_11A2,1
ROAR036,NRG_11A2,0
NILS05,NRG_11A2,1
ROAR387,NRG_11A2,1
B6A1,NRG_11A2,0
ECOR31,NRG_11A2,0
LMR3158,NRG_11A2,0
ROAR131,NRG_11A2,1
ROAR059,NRG_11A2,0
EDL933,NRG_11A2,0
ECOR37,NRG_11A2,0
ROAR029,NRG_11A2,0
ROAR012,NRG_11A2,1
NILS45,NRG_11A2,1
TW10509,NRG_11A2,0
NILS31,NRG_11A2,0
370D,NRG_11A2,1
M863,NRG_11A2,0
B49,NRG_11A2,0
ECOR54,NRG_11B1,1
ECOR52,NRG_11B1,0
ECOR51,NRG_11B1,1
ECOR55,NRG_11B1,1
ECOR57,NRG_11B1,1
NILS59,NRG_11B1,1
NILS71,NRG_11B1,0
ECOR56,NRG_11B1,1
NILS74,NRG_11B1,0
NILS79,NRG_11B1,0
NILS72,NRG_11B1,0
NILS29,NRG_11B1,0
NILS65,NRG_11B1,1
536,NRG_11B1,1
NILS81,NRG_11B1,1
NILS82,NRG_11B1,1
NILS78,NRG_11B1,0
NILS57,NRG_11B1,0
AL505,NRG_11B1,0
NILS67,NRG_11B1,0
ECOR61,NRG_11B1,1
ECOR62,NRG_11B1,1
NILS68,NRG_11B1,1
NILS21,NRG_11B1,0
NILS66,NRG_11B1,1
ECOR59,NRG_11B1,1
ECOR60,NRG_11B1,1
NILS75,NRG_11B1,1
NILS70,NRG_11B1,0
ECOR53,NRG_11B1,0
NILS54,NRG_11B1,0
T145,NRG_11B1,0
NILS62,NRG_11B1,1
MT1B1,NRG_11B1,0
NILS61,NRG_11B1,0
LF82,NRG_11B1,1
NILS26,NRG_11B1,0
NILS80,NRG_11B1,1
ED1A,NRG_11B1,0
NILS20,NRG_11B1,0
381A,NRG_11B1,0
ECOR65,NRG_11B1,1
NILS77,NRG_11B1,0
ECOR64,NRG_11B1,0
NILS28,NRG_11B1,0
NILS58,NRG_11B1,1
ECOR63,NRG_11B1,1
NILS64,NRG_11B1,0
NILS25,NRG_11B1,0
NILS55,NRG_11B1,0
NILS27,NRG_11B1,1
NILS73,NRG_11B1,0
NILS19,NRG_11B1,0
LM33,NRG_11B1,0
NILS44,NRG_11B1,0
NILS53,NRG_11B1,0
NILS76,NRG_11B1,0
NILS63,NRG_11B1,0
NILS69,NRG_11B1,1
ECOR66,NRG_11B1,0
DEC2A,NRG_11B1,0
DEC1A,NRG_11B1,0
NILS60,NRG_11B1,1
ROAR434,NRG_11B1,1
